Customer ID,actual_future_spend,purchase_probability,predicted_spend_if_buying,expected_clv,clv_tier,recency,frequency,monetary_total,monetary_avg,tenure,avg_basket_size,product_diversity,spend_per_tenure_day,purchase_rate_per_month
13360,0.0,0.33095166431245365,454.2161033839632,150.32357537244013,High,341,4,1553.65,23.540151515151518,610,14.272727272727273,58,2.5469672131147543,0.19672131147540986
16891,249.55999999999995,0.663007288598764,337.57369551371346,223.81382056481192,High,5,9,1807.26,4.070405405405405,645,1.5337837837837838,286,2.801953488372093,0.4186046511627907
12354,0.0,0.3486212244293824,681.8264044543937,237.69915596917406,High,141,1,1079.4,18.610344827586207,141,9.137931034482758,58,7.6553191489361705,0.2127659574468085
17129,0.0,0.13905028090740626,181.71738490487297,25.267853416781854,Low,429,1,31.85,15.925,429,2.5,2,0.07424242424242425,0.06993006993006992
15423,43.50000000000001,0.13743348930177485,194.90212516604785,26.786079133901218,Low,491,2,223.39,18.61583333333333,530,8.083333333333334,12,0.4214905660377358,0.11320754716981131
14065,0.0,0.33647418867194345,350.9640854632594,118.09035590924083,Medium,298,3,891.02,18.18408163265306,341,11.877551020408163,42,2.6129618768328444,0.26392961876832843
15105,1765.9500000000007,0.34996891009645387,456.60613545697487,159.7979515692313,High,44,3,1328.96,19.260289855072465,536,11.73913043478261,67,2.479402985074627,0.16791044776119401
16963,0.0,0.2943451400294882,144.2891236680943,42.470802310817355,Low,96,1,110.55000000000001,15.792857142857144,96,5.0,7,1.1515625,0.3125
17626,0.0,0.13456861775482515,296.1433678190822,39.85160366467266,Low,512,1,254.0,14.11111111111111,512,11.222222222222221,18,0.49609375,0.05859375
15395,0.0,0.21274808768793052,139.5396865948013,29.68680147961713,Low,235,1,107.45,15.35,235,2.4285714285714284,7,0.4572340425531915,0.12765957446808512
15171,0.0,0.23793260872636607,827.6001015739082,196.91305114968551,High,240,1,1289.5,257.9,240,58.0,5,5.372916666666667,0.125
18213,0.0,0.2984670143536054,259.1866647657468,77.35866999290126,Medium,146,1,232.48000000000002,15.498666666666669,146,15.466666666666667,15,1.5923287671232877,0.20547945205479454
13016,364.6400000000001,0.5910191237559485,521.2828611753654,308.08813984085816,High,32,1,425.25,15.1875,32,11.25,28,13.2890625,0.9375
17271,0.0,0.148104909457282,295.40154891456916,43.75041965553312,Low,645,1,210.39,4.045961538461539,645,2.25,46,0.32618604651162786,0.046511627906976744
15329,295.6999999999999,0.7481229898813864,423.38749587904823,316.7459192954267,High,43,10,2688.63,19.2045,635,7.992857142857143,91,4.234062992125985,0.47244094488188976
17695,0.0,0.4103962514568955,506.72559006308245,207.95828267917253,High,41,5,1746.04,28.623606557377048,590,29.65573770491803,46,2.9593898305084747,0.2542372881355932
17817,117.97999999999999,0.4110542216800702,256.81766701505876,105.56598622856642,Medium,186,5,689.87,5.84635593220339,331,2.7457627118644066,97,2.084199395770393,0.45317220543806647
16481,0.0,0.15498429806950906,436.77949003826905,67.69396267473925,Low,591,1,453.38,28.33625,591,12.5625,16,0.7671404399323181,0.050761421319796954
15276,135.30999999999995,0.4173865153153847,262.07922053795477,109.38833259690914,Medium,303,3,514.22,3.726231884057971,344,1.934782608695652,115,1.4948255813953488,0.2616279069767442
15309,0.0,0.26894141750408884,271.491384917419,73.01527789983886,Medium,520,4,797.96,14.777037037037038,644,8.148148148148149,49,1.2390683229813666,0.1863354037267081
18018,0.0,0.4496720025983612,149.46116516302362,67.20850144954125,Low,17,4,297.99,6.7725,330,4.2272727272727275,43,0.903,0.36363636363636365
17958,0.0,0.34583558928923813,356.06419583693565,123.13967099206533,Medium,26,2,973.88,27.052222222222223,637,7.888888888888889,35,1.5288540031397173,0.09419152276295133
14898,292.2200000000001,0.8097174986708406,470.0143682217934,380.578858575906,Top,43,13,3215.59,12.415405405405407,645,8.073359073359073,163,4.985410852713178,0.6046511627906976
12717,0.0,0.40059561441097485,449.90926293260316,180.231677613675,High,60,3,1308.91,18.435352112676057,499,8.450704225352112,60,2.6230661322645292,0.18036072144288579
16175,0.0,0.6761994970999231,420.8275624073639,284.563386065646,High,3,7,1836.44,18.739183673469388,473,9.510204081632653,59,3.8825369978858353,0.4439746300211416
14422,3231.4899999999984,0.818942923304453,1012.0698451963202,828.8274376133596,Top,79,15,7040.03,18.005191815856776,632,9.468030690537084,227,11.139287974683544,0.7120253164556962
16710,639.1500000000001,0.8222798048946426,876.2002632403196,720.4817815058844,Top,47,19,5709.94,6.408462401795735,644,4.442199775533109,497,8.86636645962733,0.8850931677018634
16094,826.1299999999998,0.6142370380592713,590.801067264091,362.8918976385516,Top,128,8,2869.43,19.257919463087248,511,10.315436241610739,81,5.6153228962818,0.46966731898238745
14409,115.72000000000004,0.7188375484350085,645.4747953541541,463.99151946896893,Top,32,8,3640.3700000000003,37.146632653061225,476,23.785714285714285,72,7.647836134453782,0.5042016806722689
14665,1104.0400000000004,0.5309806212369457,530.4795215022995,281.67434588076867,High,206,5,1645.6100000000001,19.8266265060241,502,8.096385542168674,78,3.278107569721116,0.298804780876494
12900,0.0,0.26580345795193516,346.70380530219495,92.15507033441789,Medium,331,1,340.33,26.179230769230767,331,10.692307692307692,13,1.0281873111782476,0.09063444108761329
17258,0.0,0.266396619966745,243.8908432579477,64.97169628475646,Low,306,2,417.3,7.587272727272728,574,3.418181818181818,46,0.7270034843205575,0.10452961672473868
15635,0.0,0.21274985530918744,169.09525646170266,35.974991345697184,Low,305,1,100.35,50.175,305,2.5,2,0.32901639344262296,0.09836065573770493
15333,0.0,0.37955371430789575,694.773776717124,263.703967556709,High,117,1,1028.56,64.285,117,21.5,16,8.79111111111111,0.25641025641025644
17519,356.01999999999987,0.8270246313968823,797.5369171813298,659.5826749572951,Top,43,14,4753.45,23.075,648,15.631067961165048,133,7.335570987654321,0.6481481481481481
12502,0.0,0.7956625474170259,854.7946529766383,680.1280911058446,Top,5,5,3723.87,25.332448979591835,219,5.578231292517007,102,17.003972602739726,0.684931506849315
16467,0.0,0.2537590290424946,715.2000723531387,181.48847593145436,High,418,7,2869.16,119.54833333333333,647,307.6666666666667,14,4.434559505409583,0.32457496136012365
16969,171.45000000000002,0.5654341675041309,344.5403005365955,194.81485800553295,High,43,2,478.96000000000004,14.967500000000001,101,23.125,32,4.742178217821783,0.594059405940594
17907,0.0,0.14165842060852202,344.90209194417855,48.85828560938758,Low,550,1,291.76,22.443076923076923,550,80.46153846153847,13,0.5304727272727272,0.05454545454545455
15815,225.90000000000006,0.6059595500696843,769.6694601431994,466.3885597707499,Top,50,4,1874.7,46.8675,169,37.85,24,11.092899408284024,0.7100591715976331
17735,2018.78,0.8588617490696168,2901.820582054665,2492.262700589683,Top,3,23,15226.15,19.128329145728642,406,11.657035175879397,348,37.50283251231527,1.6995073891625616
16490,0.0,0.2419310353330567,287.48349776640276,69.55118025579432,Medium,345,1,205.41000000000003,15.800769230769232,345,8.692307692307692,13,0.5953913043478262,0.08695652173913043
14849,2146.0100000000007,0.8588617490696168,2056.535045731983,1766.279286400335,Top,4,35,13617.44,20.663793626707132,608,15.811836115326251,267,22.397105263157897,1.7269736842105263
14704,1325.7499999999998,0.3381157975432594,204.7154019327823,69.21751139389158,Low,52,4,487.82,3.5869117647058824,533,1.7647058823529411,102,0.915234521575985,0.22514071294559101
13980,200.13999999999993,0.39389020782413553,253.04900699141265,99.67352595353866,Medium,348,4,599.78,11.107037037037037,565,5.648148148148148,47,1.0615575221238938,0.21238938053097348
12392,0.0,0.13743348930177485,332.2026669460712,45.65577167375395,Low,500,1,234.75000000000003,33.53571428571429,500,10.428571428571429,7,0.4695000000000001,0.06
14585,157.05,0.4052539250940889,395.0455542206156,160.0937614388742,High,292,4,986.22,12.027073170731708,326,6.573170731707317,64,3.0252147239263802,0.36809815950920244
14516,0.0,0.14468934813880222,316.0850639430404,45.734141858330126,Low,425,1,163.92,4.43027027027027,425,1.837837837837838,35,0.3856941176470588,0.07058823529411765
18006,444.67999999999984,0.31288978244052185,216.3187879501678,67.68393849952538,Low,291,3,553.1800000000001,12.864651162790699,632,4.255813953488372,36,0.8752848101265823,0.14240506329113925
14060,2037.6399999999999,0.8181025860189308,1145.0164686939872,936.7409340728151,Top,17,25,7481.44,36.14222222222222,548,31.415458937198068,86,13.652262773722628,1.3686131386861315
16406,163.07000000000002,0.36906387923569217,257.82104894320145,95.15243647159318,Medium,360,2,389.61,4.01659793814433,563,1.5360824742268042,85,0.6920248667850799,0.10657193605683837
17412,548.2399999999999,0.8041536584692169,649.9204511212215,522.6359084830941,Top,105,13,3869.28,18.874536585365856,646,10.848780487804879,143,5.989597523219815,0.6037151702786377
16589,244.55999999999997,0.31112632251932654,216.47454921388984,67.35093041594652,Low,16,3,367.8,14.146153846153847,359,12.461538461538462,22,1.0245125348189414,0.25069637883008355
15271,910.4499999999999,0.8528485794147035,776.338363657723,662.0990705906245,Top,4,19,3799.09,7.644044265593561,400,4.128772635814889,314,9.497725,1.425
17569,0.0,0.26421098840187546,301.3008028616031,79.60698293034277,Medium,241,1,344.14,11.866896551724137,241,5.482758620689655,29,1.427966804979253,0.12448132780082988
12520,588.4100000000001,0.7258098599845613,775.9821295463121,563.2154807965304,Top,51,4,2045.85,16.90785123966942,183,9.082644628099173,104,11.179508196721311,0.6557377049180328
15375,0.0,0.13262452160339566,178.7434276905916,23.705761587215857,Low,599,1,60.959999999999994,10.159999999999998,599,14.0,6,0.10176961602671117,0.05008347245409015
13531,0.0,0.5867284133327113,422.7035852099677,248.01220386029289,High,114,6,1738.52,19.31688888888889,645,6.666666666666667,44,2.6953798449612405,0.27906976744186046
13296,0.0,0.5536662378940845,275.4712270561886,152.51911793226708,High,46,6,792.51,14.953018867924529,486,12.320754716981131,50,1.630679012345679,0.3703703703703704
16614,0.0,0.4035444339006299,376.4763640175327,151.9249411944227,High,92,3,1179.79,24.07734693877551,487,7.122448979591836,37,2.422566735112936,0.18480492813141683
12358,683.1999999999998,0.4791582034643734,640.6952931018584,306.9944056107666,High,60,4,3203.87,45.769571428571425,641,13.3,56,4.9982371294851795,0.187207488299532
13200,550.77,0.5916529996078295,457.2286585646756,270.5207073464544,High,35,1,319.32,22.80857142857143,35,17.785714285714285,14,9.12342857142857,0.8571428571428571
12419,0.0,0.3157080965628775,316.73017353661373,99.9942802112742,Medium,295,2,503.01,20.1204,323,9.24,23,1.5573065015479877,0.18575851393188852
12767,0.0,0.3007153488308094,476.77013679273966,143.37209799774143,High,285,1,949.82,22.088837209302326,285,13.906976744186046,43,3.332701754385965,0.10526315789473684
13125,0.0,0.13905028090740626,267.73242588124714,37.22826902680874,Low,433,1,158.57,7.55095238095238,433,2.5714285714285716,20,0.3662124711316397,0.06928406466512702
14793,228.9900000000001,0.15945247821308062,353.289583391729,56.332899598678,Low,444,1,396.91,15.8764,444,10.8,25,0.8939414414414415,0.06756756756756756
14267,0.0,0.6238529637082557,603.2281970656735,376.32569853180814,Top,72,3,1516.24,27.568,170,9.636363636363637,25,8.919058823529411,0.5294117647058824
15662,0.0,0.1376854118169614,241.2123781495054,33.211425620863274,Low,570,2,283.73,23.644166666666667,647,12.083333333333334,12,0.438531684698609,0.09273570324574962
17482,0.0,0.23170646732965502,345.32663011257154,80.01441353823841,Medium,396,2,778.19,14.410925925925927,487,4.462962962962963,50,1.5979260780287476,0.12320328542094455
17760,115.05,0.31062065159680086,253.13255575796924,78.62819940990393,Medium,282,5,803.88,13.398,559,10.366666666666667,44,1.4380679785330948,0.26833631484794274
12649,0.0,0.6821309711460519,447.2594323739174,305.0895109594522,High,16,8,2294.65,19.446186440677966,605,16.60169491525424,94,3.792809917355372,0.396694214876033
14966,191.32,0.3588709721913217,286.25684531730997,102.72927237544383,Medium,296,5,924.5200000000001,7.578032786885247,633,7.467213114754099,93,1.4605371248025278,0.23696682464454974
14191,2426.500000000001,0.6716877511146869,440.60576716413925,295.9494968746421,High,17,9,2391.16,20.09378151260504,638,12.184873949579831,73,3.747899686520376,0.42319749216300945
16699,0.0,0.3221813198945014,260.70739118620526,83.9950513986237,Medium,289,7,994.6,16.04193548387097,644,10.32258064516129,51,1.5444099378881988,0.32608695652173914
15001,0.0,0.30769723145808053,222.1347103930425,68.35023539868169,Low,303,2,230.85999999999999,4.275185185185185,303,1.5,44,0.7619141914191419,0.19801980198019803
13064,460.23999999999995,0.3939292276548231,350.8239187573391,138.199795358917,High,62,4,1220.5,20.008196721311474,501,7.180327868852459,41,2.436127744510978,0.23952095808383234
14326,0.0,0.3380866204360033,304.140317335197,102.82577202619034,Medium,151,3,940.98,16.50842105263158,442,10.035087719298245,54,2.1289140271493214,0.20361990950226244
18238,0.0,0.15269128904151757,300.52914192493597,45.88818207505965,Low,424,1,270.92,19.351428571428574,424,8.142857142857142,14,0.6389622641509435,0.07075471698113207
13450,622.2599999999999,0.7633278485774339,587.3483484805381,448.33935121115803,Top,34,11,3497.7799999999997,29.393109243697477,512,30.30252100840336,47,6.8316015624999995,0.64453125
15960,0.0,0.26401255239991733,198.11096777775933,52.30378226142402,Low,283,4,410.95,15.805769230769231,344,9.923076923076923,24,1.1946220930232558,0.3488372093023256
14755,2142.599999999999,0.8302855171601845,1282.140809833055,1064.5429453644158,Top,22,21,7829.95,20.12840616966581,645,8.79948586118252,202,12.139457364341085,0.9767441860465116
12903,0.0,0.2810876076784924,457.8294785155198,128.69019284061918,Medium,338,1,833.53,20.33,338,12.024390243902438,41,2.4660650887573965,0.08875739644970414
16693,324.44999999999993,0.37425507273511005,290.4393650802398,108.69840570324432,Medium,181,4,875.01,6.433897058823529,566,3.9338235294117645,117,1.5459540636042404,0.21201413427561838
16334,0.0,0.15983147601477865,271.06082931065043,43.32405243851124,Low,401,1,277.48,4.784137931034483,401,3.6379310344827585,54,0.6919700748129676,0.07481296758104738
13542,0.0,0.4399994639340976,500.2752020405667,220.1208207173717,High,286,17,4006.17,11.887744807121662,638,2.4183976261127595,98,6.279263322884012,0.7993730407523512
15400,0.0,0.6326330443539688,321.1769587447591,203.18715718704598,High,1,8,1302.3,48.233333333333334,470,24.51851851851852,16,2.770851063829787,0.5106382978723405
13055,869.5500000000002,0.3590757463530353,591.261108382307,212.3075237818998,High,123,2,1451.56,14.5156,339,11.79,99,4.281887905604719,0.17699115044247787
13718,0.0,0.296277912297862,221.11871146058363,65.51259020153505,Low,155,2,306.55,25.545833333333334,205,14.416666666666666,9,1.4953658536585366,0.29268292682926833
17751,0.0,0.21554757284549164,240.24739543961613,51.7847429694603,Low,330,1,157.85999999999999,4.9331249999999995,330,4.59375,31,0.4783636363636363,0.09090909090909091
17688,0.0,0.26897511407206515,279.38441140369974,75.14745392726692,Medium,303,1,304.2,16.010526315789473,303,6.0,19,1.003960396039604,0.09900990099009901
17465,0.0,0.2985763092398418,586.6456025259336,175.15847883397646,High,335,7,2542.79,17.906971830985917,645,10.401408450704226,103,3.94231007751938,0.32558139534883723
15704,0.0,0.6801672925363591,728.247715726569,495.33027710152857,Top,49,6,3817.96,18.44425120772947,492,8.323671497584542,129,7.760081300813008,0.3658536585365854
12780,0.0,0.15218904654789367,371.9480264734098,56.60641551435895,Low,508,1,337.4,16.869999999999997,508,14.25,20,0.6641732283464566,0.05905511811023622
17413,0.0,0.30661550404467885,334.5580917506772,102.5806979343598,Medium,314,2,560.14,56.013999999999996,479,30.2,10,1.1693945720250523,0.12526096033402923
17235,208.16,0.5417634330387421,389.1456556327306,210.82488634770024,High,281,7,1696.72,21.209,462,10.9125,41,3.6725541125541126,0.45454545454545453
15695,0.0,0.3298366899593613,364.91555607015755,120.36253912886048,Medium,176,4,1131.04,19.170169491525424,591,8.203389830508474,55,1.9137732656514381,0.20304568527918782
16195,0.0,0.13295360296328348,343.0959522272022,45.615843010725115,Low,632,1,323.25,20.203125,632,7.6875,16,0.5114715189873418,0.04746835443037975
15390,0.0,0.35426322808249894,458.10726645390616,162.29055902201029,High,305,2,1216.66,15.800779220779221,318,11.61038961038961,77,3.825974842767296,0.18867924528301888
12709,2505.73,0.8561632175014371,3706.427828753907,3173.3071753028103,Top,5,30,28587.61,66.17502314814816,639,29.86574074074074,189,44.73804381846635,1.408450704225352
17922,0.0,0.13743348930177485,284.0184532606925,39.03364705771003,Low,452,1,170.4,21.3,452,6.125,8,0.3769911504424779,0.06637168141592921
15379,0.0,0.7963755669777,1155.6784297084582,920.3540647029714,Top,78,8,4877.84,18.546920152091257,310,11.406844106463879,177,15.734967741935485,0.7741935483870968
15299,1472.0000000000002,0.5740766401704007,1076.3713374576785,617.9196409834246,Top,73,8,6519.54,592.6854545454545,606,462.09090909090907,7,10.758316831683167,0.39603960396039606
17795,0.0,0.4025758028647709,300.00518322435465,120.77482750013728,Medium,89,2,350.39,7.617173913043478,174,7.413043478260869,43,2.013735632183908,0.3448275862068966
14572,743.4,0.7915980696949935,955.0873451869345,756.0452988400932,Top,19,9,4871.78,10.365489361702128,530,5.73404255319149,304,9.192037735849055,0.5094339622641509
16285,0.0,0.13782452747370844,305.86192791252273,42.15527568674092,Low,555,1,176.9,5.706451612903226,555,1.935483870967742,31,0.31873873873873876,0.05405405405405406
18152,0.0,0.1499809395179064,393.1278129382325,58.96167873509587,Low,555,1,426.69,42.669,555,7.5,10,0.7688108108108108,0.05405405405405406
17820,0.0,0.2470219773462263,221.73492608516148,54.77339988827592,Low,283,1,183.56,4.37047619047619,283,2.6666666666666665,39,0.6486219081272084,0.10600706713780919
14196,0.0,0.606362865686131,614.0896881781492,372.36118311200516,Top,16,1,335.52,55.919999999999995,16,23.666666666666668,6,20.97,1.875
17353,0.0,0.3672480792799066,737.8518094204626,270.9746598028686,High,38,4,3242.0,231.57142857142858,533,154.85714285714286,7,6.082551594746716,0.22514071294559101
16508,0.0,0.140971602611656,324.3286828147393,45.721134189321255,Low,539,1,248.8,5.528888888888889,539,2.3555555555555556,42,0.46159554730983304,0.05565862708719852
15797,0.0,0.5214855788208027,747.1329601975605,389.61906420472457,Top,22,6,2821.08,235.09,590,106.75,12,4.7814915254237285,0.30508474576271183
16761,0.0,0.6871853883842908,416.3879957550181,286.13574658146854,High,6,1,316.62,24.355384615384615,6,26.23076923076923,13,52.77,5.0
15201,303.2800000000001,0.5751082379752442,439.12017464234066,252.54162989793807,High,35,6,1539.67,18.550240963855423,520,16.433734939759034,38,2.960903846153846,0.3461538461538462
15655,0.0,0.31185536243449863,376.91641303467685,117.54340459444033,Medium,152,1,560.67,16.490294117647057,152,9.529411764705882,34,3.6886184210526314,0.19736842105263158
15609,0.0,0.3670060100888804,320.73777066137177,117.71268949523241,Medium,93,1,298.48,18.655,93,9.25,16,3.209462365591398,0.3225806451612903
12759,448.92000000000013,0.6971104577926189,933.8496970180046,650.9963897977196,Top,81,7,4571.82,16.746593406593405,645,10.732600732600732,188,7.088093023255814,0.32558139534883723
13448,2116.1100000000006,0.6169373473109037,940.0040593048142,579.9236108089934,Top,128,11,7124.76,16.416497695852534,643,7.981566820276497,271,11.080497667185071,0.5132192846034215
16819,0.0,0.1348121279107258,178.97974569807533,24.12864037047811,Low,374,2,182.59,10.740588235294117,374,14.882352941176471,17,0.48820855614973263,0.16042780748663102
13862,428.0600000000001,0.8009889759024496,596.4060216561521,477.71464850841545,Top,17,7,2128.03,16.244503816793895,298,11.572519083969466,97,7.1410402684563765,0.7046979865771812
13652,456.84000000000003,0.38373093686476767,517.4471335589382,198.56047333855992,High,166,4,2114.01,15.776194029850748,561,9.567164179104477,102,3.768288770053476,0.21390374331550802
17608,193.42000000000004,0.3473584223946219,216.5413230037013,75.21745234180993,Medium,358,2,305.11,2.773727272727273,516,2.790909090909091,90,0.5912984496124031,0.11627906976744186
16111,0.0,0.3151375316214356,380.78396689822614,119.99931940932542,Medium,337,1,562.48,7.499733333333333,337,3.1466666666666665,72,1.669080118694362,0.08902077151335312
15941,0.0,0.15457049880326226,405.21165018620906,62.63376689017535,Low,546,1,405.0,67.5,546,10.0,6,0.7417582417582418,0.054945054945054944
18031,0.0,0.3346346133312424,338.8883919564981,113.40378600480925,Medium,288,1,462.09999999999997,7.109230769230769,288,4.615384615384615,49,1.6045138888888888,0.10416666666666667
14016,0.0,0.7914406726774031,1747.3323370192215,1382.9098802014717,Top,71,11,11403.41,25.45404017857143,609,12.772321428571429,354,18.724811165845647,0.541871921182266
15084,0.0,0.2966847164483676,426.7764495168834,126.61804991175762,Medium,289,2,965.2,31.135483870967743,555,19.35483870967742,31,1.739099099099099,0.10810810810810811
12436,0.0,0.6802736437681711,434.43053883274865,295.5316456159239,High,9,1,509.01,31.813125,9,13.1875,16,56.556666666666665,3.3333333333333335
12904,264.8899999999999,0.3572085742507145,286.5092259105251,102.34355209717455,Medium,81,1,244.69,7.6465625,81,5.15625,32,3.020864197530864,0.37037037037037035
16791,921.5099999999996,0.797097640104926,417.8483613816,333.06594277898364,Top,31,13,3117.18,5.90375,645,2.746212121212121,317,4.832837209302325,0.6046511627906976
12590,0.0,0.6479373693033014,6737.426000020354,4365.430078328853,Top,120,2,9864.26,145.06264705882353,120,62.98529411764706,68,82.20216666666667,0.5
13783,0.0,0.20015570574043798,464.32885400751735,92.93806946952343,Medium,397,4,1542.09,154.209,582,343.7,4,2.649639175257732,0.2061855670103093
17966,504.00000000000017,0.6835439928890239,325.26536737396776,222.33318796331716,High,60,9,1470.42,13.742242990654207,599,23.766355140186917,81,2.4547913188647748,0.4507512520868114
16725,0.0,0.5567258489704463,311.01735471624926,173.1514008489463,High,211,14,1882.11,4.801301020408163,635,2.0,242,2.9639527559055114,0.6614173228346456
17266,197.5800000000001,0.28763589626722624,244.5033677635772,70.32794532703176,Medium,57,3,320.15,5.00234375,550,1.84375,56,0.5820909090909091,0.16363636363636364
14737,82.79999999999997,0.5451065615076927,1164.9351692752714,635.0138045030251,Top,38,3,3471.37,80.72953488372093,310,23.930232558139537,28,11.197967741935484,0.29032258064516125
18197,0.0,0.13456861775482515,360.0760430881251,48.45493540499586,Low,485,1,230.1,25.566666666666666,485,18.444444444444443,9,0.4744329896907216,0.06185567010309278
17075,138.04999999999998,0.5786039320334041,405.85591806597455,234.82983003199996,High,162,9,2103.68,11.371243243243242,635,3.9783783783783786,140,3.312881889763779,0.42519685039370075
16907,269.77,0.7228394957701982,296.79792428506016,214.53726193585436,High,57,8,1438.13,6.4202232142857145,435,2.0669642857142856,94,3.3060459770114945,0.5517241379310345
13456,911.66,0.5857264600303114,480.6958606560738,281.5562848133059,High,64,3,855.0600000000001,37.176521739130436,116,11.347826086956522,18,7.371206896551724,0.7758620689655172
15518,317.6900000000001,0.813108546969241,565.1720673318716,459.5462384558202,Top,33,14,3901.25,9.051624129930394,629,6.211136890951276,241,6.202305246422894,0.6677265500794913
14931,671.68,0.4114572956832113,346.42825302136237,142.54043213642905,High,115,2,586.0,58.6,150,9.8,10,3.9066666666666667,0.4
17734,160.41999999999996,0.5614496496730911,390.27968255277204,219.12239104377906,High,46,5,1281.9,16.867105263157896,551,8.710526315789474,67,2.326497277676951,0.27223230490018147
16648,290.65999999999997,0.1698006545922982,272.22195464522355,46.223466093153874,Low,365,2,382.14,21.23,499,12.333333333333334,18,0.765811623246493,0.12024048096192386
16370,367.4500000000001,0.6779267079082502,618.8950973145179,419.56551586298724,Top,26,3,953.11,5.295055555555556,134,2.911111111111111,133,7.112761194029851,0.6716417910447761
13201,0.0,0.27242810091020253,387.70791772678444,105.62253173415694,Medium,411,4,1240.6100000000001,14.09784090909091,552,11.806818181818182,65,2.2474818840579713,0.2173913043478261
12568,0.0,0.13545448268960594,193.585193316944,26.22198221711401,Low,554,1,70.0,14.0,554,9.6,5,0.1263537906137184,0.05415162454873647
15973,0.0,0.32926767793912665,411.14237532483867,135.3758952255865,High,276,3,988.44,65.896,338,20.066666666666666,8,2.924378698224852,0.2662721893491124
15160,0.0,0.34713083168598513,307.56732944473606,106.76610286958861,Medium,266,4,589.27,25.620434782608694,330,13.347826086956522,17,1.7856666666666665,0.36363636363636365
16166,0.0,0.255853174016153,281.56076966350287,72.03821659683817,Medium,337,2,435.83,19.810454545454544,600,7.863636363636363,18,0.7263833333333333,0.1
17141,0.0,0.42838606781311067,289.1002604044903,123.84652375842595,Medium,327,4,754.33,4.335229885057472,593,2.5057471264367814,138,1.2720573355817877,0.20236087689713322
12911,0.0,0.2319957060000278,584.4173383436915,135.58231300770183,High,461,1,1680.47,6.77608870967742,461,3.306451612903226,220,3.6452711496746204,0.0650759219088937
14613,0.0,0.1331668356021618,267.4958127920737,35.62157092634873,Low,589,1,76.32000000000001,76.32000000000001,589,72.0,1,0.1295755517826825,0.050933786078098474
17490,1787.1199999999992,0.40501302919935006,341.8124800818992,138.4385079761125,High,86,3,963.38,16.61,479,9.258620689655173,51,2.011231732776618,0.18789144050104384
17251,0.0,0.338724860920933,294.92126916027536,99.89716587893932,Medium,272,3,812.4300000000001,10.155375000000001,634,4.7375,65,1.281435331230284,0.14195583596214512
13369,0.0,0.3054779856982702,366.1553992697489,111.85241382146877,Medium,275,1,616.5600000000001,22.020000000000003,275,10.642857142857142,14,2.242036363636364,0.1090909090909091
17657,0.0,0.20558240067595585,258.6264125744838,53.1690387752726,Low,339,1,126.0,18.0,339,8.571428571428571,7,0.37168141592920356,0.08849557522123894
18097,686.3999999999999,0.7423629859688894,617.8665431143986,458.6812518766805,Top,36,10,3976.92,29.678507462686568,632,18.44776119402985,77,6.292594936708861,0.4746835443037975
